key,filename,timestamp,csv_time,peak_sample,start_sample,snr_db,peak_amp,crest_factor,template_corr
c,3.wav,1774758646.097112,3.5211,119259,114849,22.8,0.070831,23.88,1.000
c,4.wav,1774758646.879808,4.3038,153952,149542,21.8,0.065186,25.15,1.000
c,5.wav,1774758647.675393,5.0994,188967,184557,22.3,0.069641,25.32,1.000
c,6.wav,1774758648.500478,5.9244,225275,220865,22.7,0.073853,24.90,1.000
c,7.wav,1774758649.274558,6.6985,259478,255068,21.6,0.066010,24.57,1.000
c,8.wav,1774758650.095746,7.5197,295776,291366,19.5,0.048340,22.20,1.000
c,9.wav,1774758650.860646,8.2846,329406,324996,21.4,0.060547,23.69,1.000
d,0.wav,1774758514.418949,1.4232,28820,24410,20.8,0.067657,26.33,1.000
d,1.wav,1774758515.191236,2.1954,62958,58548,21.8,0.082336,30.65,1.000
d,2.wav,1774758516.023301,3.0275,99654,95244,23.1,0.090454,29.77,1.000
d,3.wav,1774758516.782017,3.7862,133128,128718,21.6,0.075714,20.73,1.000
d,4.wav,1774758517.566385,4.5706,167574,163164,21.5,0.076172,30.21,1.000
d,5.wav,1774758518.370976,5.3752,203152,198742,23.4,0.092468,33.94,1.000
d,6.wav,1774758519.180798,6.1850,239042,234632,17.2,0.046387,25.94,1.000
d,7.wav,1774758520.000696,7.0049,275064,270654,22.8,0.092133,33.95,1.000
d,8.wav,1774758520.8355,7.8397,311984,307574,19.0,0.055267,27.05,1.000
e,0.wav,1774758367.941459,1.5034,32118,27708,23.5,0.073639,19.70,1.000
e,1.wav,1774758368.72697,2.2889,66903,62493,23.0,0.067017,16.95,1.000
e,2.wav,1774758369.522922,3.0849,102032,97622,21.9,0.054504,16.59,1.000
e,3.wav,1774758370.305742,3.8677,136402,131992,24.6,0.079041,24.64,1.000
e,4.wav,1774758371.044541,4.6065,169023,164613,22.2,0.060577,26.33,1.000
e,5.wav,1774758371.843164,5.4051,204303,199893,22.4,0.065399,30.84,1.000
e,6.wav,1774758372.609277,6.1713,238130,233720,23.8,0.070923,29.54,1.000
e,7.wav,1774758373.401123,6.9631,273050,268640,22.8,0.066254,29.51,1.000
e,8.wav,1774758374.226719,7.7887,309368,304958,24.6,0.079163,30.38,1.000
f,0.wav,1774758527.694822,0.5371,5242,832,10.9,0.037109,28.19,1.000
f,1.wav,1774758528.485252,1.3275,24950,20540,19.3,0.070587,25.62,1.000
f,2.wav,1774758529.262046,2.1043,59125,54715,20.5,0.083679,23.62,1.000
f,3.wav,1774758530.036096,2.8784,93211,88801,19.9,0.070709,24.04,1.000
f,4.wav,1774758530.87196,3.7143,130108,125698,20.4,0.083557,26.83,1.000
f,5.wav,1774758531.677727,4.5200,165701,161291,19.5,0.071198,22.91,1.000
f,6.wav,1774758532.516315,5.3586,202711,198301,19.7,0.070679,26.37,1.000
f,7.wav,1774758533.321273,6.1636,238300,233890,17.2,0.049866,24.39,1.000
f,8.wav,1774758534.124835,6.9671,273717,269307,17.7,0.055145,24.92,1.000
f,9.wav,1774758534.933204,7.7755,309275,304865,18.8,0.064117,23.27,1.000
g,0.wav,1774758540.901079,0.9349,7671,3261,8.6,0.017578,19.29,1.000
g,1.wav,1774758541.726239,1.7600,43897,39487,23.3,0.101501,33.12,1.000
g,2.wav,1774758542.514594,2.5484,78824,74414,22.2,0.085144,28.79,1.000
g,3.wav,1774758543.280196,3.3140,112520,108110,20.8,0.074066,29.07,1.000
g,4.wav,1774758544.062294,4.0961,147027,142617,22.1,0.084106,26.23,1.000
g,5.wav,1774758544.834359,4.8682,181172,176762,20.4,0.070587,19.81,1.000
g,6.wav,1774758545.641415,5.6752,216628,212218,21.9,0.071472,17.81,1.000
g,7.wav,1774758546.419213,6.4530,250966,246556,21.4,0.074768,22.30,1.000
g,8.wav,1774758547.244833,7.2786,287391,282981,22.6,0.089478,22.88,1.000
g,9.wav,1774758548.107292,8.1411,325459,321049,22.2,0.093750,29.89,1.000
h,0.wav,1774758556.557957,1.6420,17732,13322,21.2,0.071503,25.85,1.000
h,1.wav,1774758557.344878,2.4289,52515,48105,19.6,0.059753,25.62,1.000
h,2.wav,1774758558.159934,3.2440,88387,83977,22.4,0.077362,26.16,1.000
h,3.wav,1774758558.936063,4.0201,122677,118267,22.7,0.085022,26.15,1.000
h,4.wav,1774758559.699552,4.7836,156333,151923,21.6,0.069305,23.61,1.000
h,5.wav,1774758560.504172,5.5882,191706,187296,21.9,0.080811,26.22,1.000
h,6.wav,1774758561.306086,6.3902,227121,222711,22.3,0.082397,29.63,1.000
h,7.wav,1774758562.08329,7.1674,261358,256948,22.3,0.080719,27.32,1.000
h,8.wav,1774758562.846986,7.9311,295229,290819,18.9,0.051727,23.37,1.000
i,0.wav,1774758441.337123,0.7643,6028,1618,15.0,0.045319,55.17,1.000
i,1.wav,1774758442.141248,1.5685,33885,29475,26.9,0.095184,30.80,1.000
i,2.wav,1774758442.924547,2.3518,68619,64209,26.6,0.094299,33.33,1.000
i,3.wav,1774758443.706933,3.1342,103152,98742,27.4,0.099335,29.29,1.000
i,4.wav,1774758444.49987,3.9271,138099,133689,28.0,0.110718,28.97,1.000
i,5.wav,1774758445.272764,4.7000,172065,167655,28.8,0.121735,33.28,1.000
i,6.wav,1774758446.083367,5.5106,207921,203511,27.9,0.109985,33.61,1.000
i,7.wav,1774758446.852332,6.2796,241876,237466,25.1,0.071045,27.21,1.000
i,8.wav,1774758447.642704,7.0699,276700,272290,27.3,0.098785,26.19,1.000
i,9.wav,1774758448.448609,7.8758,312203,307793,28.7,0.115997,31.98,1.000
j,0.wav,1774758570.991837,1.2911,16474,12064,20.8,0.095795,18.25,1.000
j,1.wav,1774758571.823207,2.1225,53275,48865,19.7,0.082672,18.17,1.000
j,2.wav,1774758572.567502,2.8668,86087,81677,21.3,0.091675,14.71,1.000
j,3.wav,1774758573.363856,3.6632,121115,116705,21.6,0.105164,16.93,1.000
j,4.wav,1774758574.114058,4.4134,154289,149879,18.4,0.074005,16.25,1.000
j,5.wav,1774758574.914719,5.2140,189574,185164,19.9,0.096252,22.63,1.000
j,6.wav,1774758575.681933,5.9812,223388,218978,21.0,0.106873,21.79,1.000
j,7.wav,1774758576.422327,6.7216,256073,251663,20.7,0.098846,23.34,1.000
j,8.wav,1774758577.198224,7.4975,290292,285882,20.8,0.098724,22.31,1.000
k,0.wav,1774758586.057031,1.3947,27774,23364,20.7,0.059875,22.77,1.000
k,1.wav,1774758586.840901,2.1786,62360,57950,23.2,0.088867,26.39,1.000
k,2.wav,1774758587.627684,2.9653,96994,92584,22.3,0.082825,26.31,1.000
k,3.wav,1774758588.414677,3.7523,131774,127364,23.1,0.081329,23.34,1.000
k,4.wav,1774758589.15763,4.4953,164543,160133,22.2,0.075073,25.29,1.000
k,5.wav,1774758589.931099,5.2688,198607,194197,22.8,0.084412,26.77,1.000
k,6.wav,1774758590.70582,6.0435,232781,228371,22.7,0.089050,28.57,1.000
k,7.wav,1774758591.468147,6.8058,266498,262088,22.0,0.074860,24.58,1.000
k,8.wav,1774758592.222475,7.5601,299689,295279,23.0,0.087585,28.24,1.000
l,0.wav,1774758600.18881,1.2415,25353,20943,22.6,0.040649,24.19,1.000
l,1.wav,1774758601.013629,2.0664,62239,57829,21.2,0.040802,26.39,1.000
l,2.wav,1774758601.804855,2.8576,96713,92303,23.1,0.040649,19.23,1.000
l,3.wav,1774758602.564612,3.6173,130391,125981,23.7,0.048676,22.92,1.000
l,4.wav,1774758603.424575,4.4773,168075,163665,21.5,0.032227,16.85,1.000
l,5.wav,1774758604.201421,5.2542,202456,198046,21.5,0.038971,19.40,1.000
l,6.wav,1774758605.020176,6.0729,238951,234541,22.2,0.036804,22.20,1.000
l,7.wav,1774758605.885864,6.9386,276816,272406,20.7,0.037872,22.99,1.000
l,8.wav,1774758606.742132,7.7949,314426,310016,21.0,0.036011,24.27,1.000
l,9.wav,1774758607.557629,8.6104,350194,345784,25.4,0.078247,38.67,1.000
m,0.wav,1774758700.422338,0.7324,6130,1720,16.4,0.045349,37.82,1.000
m,1.wav,1774758701.242463,1.5525,34669,30259,25.1,0.072693,25.57,1.000
m,2.wav,1774758702.076089,2.3861,71479,67069,25.1,0.075958,26.79,1.000
m,3.wav,1774758702.925741,3.2358,109202,104792,20.4,0.043823,19.40,1.000
m,4.wav,1774758703.75552,4.0656,145897,141487,20.0,0.036438,17.83,1.000
m,5.wav,1774758704.53928,4.8493,180201,175791,24.1,0.066132,27.52,1.000
m,6.wav,1774758705.332794,5.6429,215083,210673,25.7,0.084015,27.64,1.000
m,7.wav,1774758706.13746,6.4475,250647,246237,24.0,0.060333,26.46,1.000
m,8.wav,1774758706.925505,7.2356,285389,280979,25.1,0.069061,25.09,1.000
m,9.wav,1774758707.749788,8.0598,321600,317190,26.1,0.082031,26.01,1.000
n,0.wav,1774758686.523833,1.2129,19388,14978,25.5,0.075897,24.99,1.000
n,1.wav,1774758687.328908,2.0180,54947,50537,25.2,0.072723,25.19,1.000
n,2.wav,1774758688.107453,2.7965,89323,84913,25.2,0.072052,24.75,1.000
n,3.wav,1774758688.931966,3.6210,125685,121275,24.5,0.061401,22.42,1.000
n,4.wav,1774758689.730051,4.4191,160823,156413,24.6,0.062469,23.39,1.000
n,5.wav,1774758690.502041,5.1911,194896,190486,25.9,0.079803,25.21,1.000
n,6.wav,1774758691.308029,5.9971,230528,226118,25.5,0.077301,25.78,1.000
n,7.wav,1774758692.100715,6.7898,265312,260902,26.9,0.091492,28.32,1.000
n,8.wav,1774758692.86894,7.5580,299272,294862,25.9,0.080109,25.87,1.000
n,9.wav,1774758693.683153,8.3722,335101,330691,26.5,0.087067,26.99,1.000
o,0.wav,1774758456.491269,0.7842,5821,1411,15.6,0.046448,37.57,1.000
o,1.wav,1774758457.251953,1.5449,34598,30188,21.0,0.065094,25.83,1.000
o,2.wav,1774758458.009478,2.3024,68073,63663,22.3,0.082703,31.64,1.000
o,3.wav,1774758458.865059,3.1580,105709,101299,23.9,0.095093,34.13,1.000
o,4.wav,1774758459.659205,3.9522,141023,136613,18.3,0.049744,24.99,1.000
o,5.wav,1774758460.498057,4.7910,177621,173211,24.6,0.109650,35.17,1.000
o,6.wav,1774758461.275018,5.5680,212038,207628,21.9,0.073578,28.76,1.000
o,7.wav,1774758462.04342,6.3364,245954,241544,22.4,0.082642,31.68,1.000
o,8.wav,1774758462.8227,7.1157,280221,275811,23.1,0.085876,31.60,1.000
o,9.wav,1774758463.637628,7.9306,316042,311632,25.6,0.117889,31.01,1.000
p,0.wav,1774758469.870434,0.6470,6590,2180,10.2,0.046417,32.50,1.000
p,1.wav,1774758470.679651,1.4562,30368,25958,19.3,0.079651,30.92,1.000
p,2.wav,1774758471.460095,2.2366,64731,60321,21.0,0.093475,29.94,1.000
p,3.wav,1774758472.258325,3.0349,99977,95567,19.9,0.079315,29.18,1.000
p,4.wav,1774758473.053295,3.8298,134996,130586,21.3,0.090576,29.34,1.000
p,5.wav,1774758473.838123,4.6147,169603,165193,21.2,0.098267,34.45,1.000
p,6.wav,1774758474.650925,5.4275,205497,201087,21.9,0.114410,36.71,1.000
p,7.wav,1774758475.472803,6.2494,241738,237328,20.8,0.089142,29.22,1.000
p,8.wav,1774758476.288747,7.0653,277674,273264,20.0,0.087585,29.91,1.000
p,9.wav,1774758477.176877,7.9534,316896,312486,21.6,0.103577,31.54,1.000
q,0.wav,1774758337.207868,1.1763,10636,6226,17.5,0.043945,20.09,1.000
q,1.wav,1774758337.970844,1.9392,37427,33017,19.2,0.062927,21.06,1.000
q,2.wav,1774758338.807036,2.7754,74227,69817,19.0,0.055573,21.59,1.000
q,3.wav,1774758339.594082,3.5625,109060,104650,18.6,0.058777,20.51,1.000
q,4.wav,1774758340.440265,4.4087,146224,141814,20.9,0.075348,26.32,1.000
q,5.wav,1774758341.223825,5.1922,180981,176571,16.3,0.039459,17.56,1.000
q,6.wav,1774758341.989381,5.9578,214611,210201,19.9,0.063599,25.50,1.000
q,7.wav,1774758342.741116,6.7095,247754,243344,19.0,0.061279,24.85,1.000
q,8.wav,1774758343.489141,7.4575,280810,276400,18.5,0.059906,22.19,1.000
q,9.wav,1774758344.344181,8.3126,318516,314106,20.5,0.071289,24.76,1.000
r,0.wav,1774758382.310221,0.9723,10364,5954,18.7,0.042999,17.76,1.000
r,1.wav,1774758383.075906,1.7380,44179,39769,24.6,0.078949,23.92,1.000
r,2.wav,1774758383.861215,2.5233,78650,74240,24.9,0.079834,24.04,1.000
r,3.wav,1774758384.670346,3.3324,114542,110132,24.7,0.077179,19.98,1.000
r,4.wav,1774758385.450467,4.1125,148900,144490,22.3,0.059387,18.91,1.000
r,5.wav,1774758386.231415,4.8935,183311,178901,24.3,0.079437,28.38,1.000
r,6.wav,1774758387.023211,5.6853,218283,213873,23.4,0.067200,23.70,1.000
r,7.wav,1774758387.84662,6.5087,254574,250164,23.3,0.067322,26.23,1.000
r,8.wav,1774758388.649881,7.3120,290012,285602,23.5,0.068512,27.08,1.000
r,9.wav,1774758389.454253,8.1163,325463,321053,24.6,0.080231,28.54,1.000
s,0.wav,1774758499.421103,0.7809,5367,957,3.8,0.009888,6.00,1.000
s,1.wav,1774758500.208422,1.5682,33943,29533,19.2,0.072632,25.34,1.000
s,2.wav,1774758500.98534,2.3451,68228,63818,19.3,0.070526,23.85,1.000
s,3.wav,1774758501.766931,3.1267,102648,98238,17.8,0.061157,23.60,1.000
s,4.wav,1774758502.591603,3.9514,139006,134596,19.2,0.069824,20.20,1.000
s,5.wav,1774758503.356987,4.7168,172733,168323,19.2,0.072449,23.62,1.000
s,6.wav,1774758504.156568,5.5163,208006,203596,20.5,0.082245,27.65,1.000
s,7.wav,1774758504.971858,6.3316,243989,239579,19.0,0.071106,26.60,1.000
s,8.wav,1774758505.750846,7.1106,278414,274004,19.2,0.067291,27.29,1.000
s,9.wav,1774758506.579002,7.9388,314903,310493,19.7,0.076385,26.26,1.000
t,0.wav,1774758397.58465,1.5162,31934,27524,24.2,0.102478,29.42,1.000
t,1.wav,1774758398.353338,2.2849,65778,61368,25.7,0.124542,34.31,1.000
t,2.wav,1774758399.163951,3.0955,101700,97290,23.8,0.096985,31.05,1.000
t,3.wav,1774758399.92492,3.8565,135248,130838,23.6,0.099121,31.05,1.000
t,4.wav,1774758400.687399,4.6190,168865,164455,24.1,0.099792,29.26,1.000
t,5.wav,1774758401.494992,5.4266,204504,200094,24.7,0.107574,30.75,1.000
t,6.wav,1774758402.282219,6.2138,239237,234827,25.1,0.119263,35.17,1.000
t,7.wav,1774758403.031338,6.9629,272172,267762,24.9,0.101776,28.57,1.000
t,8.wav,1774758403.805826,7.7374,306501,302091,22.4,0.081787,28.34,1.000
u,0.wav,1774758426.723557,1.4129,30419,26009,26.6,0.092743,35.72,1.000
u,1.wav,1774758427.479793,2.1691,63856,59446,26.8,0.093323,34.54,1.000
u,2.wav,1774758428.272902,2.9622,98787,94377,26.4,0.094940,34.83,1.000
u,3.wav,1774758429.060939,3.7503,133435,129025,28.0,0.105957,31.94,1.000
u,4.wav,1774758429.855439,4.5448,168587,164177,27.1,0.101349,35.99,1.000
u,5.wav,1774758430.647597,5.3369,203612,199202,26.8,0.091217,34.01,1.000
u,6.wav,1774758431.413916,6.1032,237473,233063,24.4,0.072083,29.30,1.000
u,7.wav,1774758432.215959,6.9053,272618,268208,26.3,0.090302,30.66,1.000
u,8.wav,1774758432.999965,7.6893,307224,302814,28.5,0.115479,34.06,1.000
u,9.wav,1774758433.791922,8.4813,342089,337679,27.7,0.107574,32.22,1.000
v,0.wav,1774758659.039151,1.3514,26030,21620,24.0,0.092224,26.26,1.000
v,1.wav,1774758659.881553,2.1938,63220,58810,23.4,0.079773,20.98,1.000
v,2.wav,1774758660.724339,3.0366,100402,95992,22.0,0.069427,21.86,1.000
v,3.wav,1774758661.528334,3.8406,135985,131575,22.6,0.075500,26.45,1.000
v,4.wav,1774758662.33268,4.6450,171402,166992,21.4,0.060638,23.01,1.000
v,5.wav,1774758663.165385,5.4777,208050,203640,23.4,0.083862,26.64,1.000
v,6.wav,1774758663.996245,6.3085,244752,240342,22.9,0.075653,23.47,1.000
v,7.wav,1774758664.76026,7.0725,278420,274010,23.4,0.078491,25.96,1.000
v,8.wav,1774758665.523861,7.8361,312250,307840,22.3,0.068909,23.06,1.000
w,0.wav,1774758353.12438,1.5255,23115,18705,22.4,0.053894,27.75,1.000
w,1.wav,1774758353.875647,2.2768,56164,51754,23.5,0.063354,28.07,1.000
w,2.wav,1774758354.667059,3.0682,91185,86775,22.5,0.058228,30.88,1.000
w,3.wav,1774758355.45407,3.8552,126004,121594,21.3,0.049927,23.46,1.000
w,4.wav,1774758356.219712,4.6209,159755,155345,23.3,0.064667,30.26,1.000
w,5.wav,1774758357.00882,5.4100,194371,189961,25.6,0.085907,33.25,1.000
w,6.wav,1774758357.776863,6.1780,228338,223928,24.1,0.067963,30.09,1.000
w,7.wav,1774758358.526964,6.9281,261520,257110,21.8,0.053986,28.56,1.000
w,8.wav,1774758359.37085,7.7720,298590,294180,25.0,0.080750,33.70,1.000
x,0.wav,1774758629.766122,1.5335,32124,27714,26.3,0.068542,27.80,1.000
x,1.wav,1774758630.513463,2.2808,65192,60782,27.0,0.073181,26.09,1.000
x,2.wav,1774758631.34623,3.1136,101937,97527,24.6,0.052948,25.70,1.000
x,3.wav,1774758632.143396,3.9108,137076,132666,26.1,0.061432,25.12,1.000
