key,filename,timestamp,csv_time,peak_sample,start_sample,snr_db,peak_amp,crest_factor,template_corr
b,19.wav,1773991784.589935,17.0084,705491,701081,32.2,0.045227,21.18,1.000
b,20.wav,1773991785.411075,17.8296,741842,737432,33.8,0.046082,20.46,0.817
b,21.wav,1773991786.257631,18.6761,779128,774718,33.6,0.048248,23.13,0.690
b,22.wav,1773991787.100436,19.5189,816411,812001,33.4,0.045868,20.29,0.817
b,23.wav,1773991787.924906,20.3434,852748,848338,32.4,0.043091,22.00,0.805
b,24.wav,1773991788.75044,21.1689,889080,884670,32.6,0.045502,23.36,0.810
b,25.wav,1773991789.592289,22.0108,926242,921832,32.3,0.044281,23.55,0.768
b,26.wav,1773991790.43675,22.8552,963527,959117,31.0,0.038452,20.70,0.625
b,27.wav,1773991791.31287,23.7314,1001984,997574,31.5,0.043549,21.61,0.697
b,28.wav,1773991792.160583,24.5791,1039407,1034997,30.9,0.038971,20.48,0.647
b,29.wav,1773991793.002231,25.4207,1076737,1072327,32.9,0.045929,21.41,0.706
b,30.wav,1773991793.853453,26.2720,1113993,1109583,35.1,0.054871,22.48,0.849
b,31.wav,1773991794.662984,27.0815,1149680,1145270,35.1,0.059570,25.42,0.895
b,32.wav,1773991795.472541,27.8910,1185319,1180909,33.8,0.051025,23.18,0.747
b,33.wav,1773991796.307849,28.7263,1222353,1217943,33.6,0.051575,23.37,0.828
b,34.wav,1773991797.132821,29.5513,1258534,1254124,32.4,0.048126,25.21,0.791
b,35.wav,1773991798.021284,30.4398,1297690,1293280,33.6,0.052643,21.27,0.716
b,36.wav,1773991798.848112,31.2666,1334366,1329956,34.0,0.052948,19.93,0.683
b,37.wav,1773991799.673227,32.0917,1370721,1366311,34.1,0.055878,23.93,0.742
b,38.wav,1773991800.526659,32.9452,1408766,1404356,31.0,0.035278,18.81,0.664
b,39.wav,1773991801.388751,33.8073,1446449,1442039,34.0,0.051422,20.16,0.730
b,40.wav,1773991802.224197,34.6427,1483307,1478897,32.6,0.044006,20.74,0.724
b,41.wav,1773991803.090908,35.5094,1521356,1516946,33.7,0.051056,22.99,0.838
b,42.wav,1773991803.926732,36.3452,1558195,1553785,34.5,0.056793,23.03,0.849
b,43.wav,1773991804.814257,37.2328,1597518,1593108,32.5,0.042908,18.85,0.692
b,44.wav,1773991805.665738,38.0842,1634956,1630546,34.3,0.049744,21.39,0.841
b,45.wav,1773991806.571881,38.9904,1674868,1670458,34.4,0.050232,23.01,0.867
b,46.wav,1773991807.433514,39.8520,1712936,1708526,35.1,0.055817,24.43,0.896
b,47.wav,1773991808.272539,40.6910,1749921,1745511,34.9,0.053558,22.25,0.843
b,48.wav,1773991809.134371,41.5529,1787822,1783412,36.2,0.063110,17.73,0.580
b,49.wav,1773991810.004326,42.4228,1826297,1821887,35.1,0.054749,22.63,0.837
c,0.wav,1773991821.146604,1.4879,24468,20058,25.4,0.047974,21.75,1.000
c,1.wav,1773991821.940344,2.2816,59472,55062,22.2,0.035309,21.04,1.000
c,2.wav,1773991822.773052,3.1143,96185,91775,24.1,0.043976,23.08,1.000
c,3.wav,1773991823.593699,3.9350,132315,127905,23.3,0.041046,25.65,1.000
c,4.wav,1773991824.462603,4.8039,170638,166228,27.0,0.060944,23.45,1.000
c,5.wav,1773991825.324043,5.6653,208601,204191,24.8,0.050446,24.37,1.000
c,6.wav,1773991826.188994,6.5303,246850,242440,27.5,0.063446,23.37,1.000
c,7.wav,1773991827.063443,7.4047,285352,280942,25.2,0.050262,25.00,1.000
c,8.wav,1773991827.905134,8.2464,322595,318185,24.6,0.044556,20.46,1.000
c,9.wav,1773991828.779311,9.1206,361029,356619,27.0,0.061157,24.62,1.000
c,10.wav,1773991829.68602,10.0273,401061,396651,25.5,0.051239,21.51,1.000
c,11.wav,1773991830.566076,10.9074,439799,435389,26.5,0.055267,23.31,1.000
c,12.wav,1773991831.448407,11.7897,478588,474178,27.1,0.064270,26.38,1.000
c,13.wav,1773991832.303099,12.6444,516364,511954,24.8,0.048615,21.12,1.000
c,14.wav,1773991833.124272,13.4656,552778,548368,24.3,0.042969,17.73,1.000
c,15.wav,1773991833.992343,14.3336,590907,586497,24.4,0.044312,20.13,1.000
c,16.wav,1773991834.898346,15.2396,630731,626321,26.0,0.051636,23.97,1.000
c,17.wav,1773991835.739152,16.0804,667967,663557,26.5,0.056885,23.30,1.000
c,18.wav,1773991836.652399,16.9937,708167,703757,25.3,0.050018,23.39,1.000
c,19.wav,1773991837.54409,17.8854,747475,743065,25.7,0.052917,22.89,1.000
c,20.wav,1773991838.426436,18.7677,786487,782077,26.5,0.058044,23.79,0.850
c,21.wav,1773991839.330235,19.6715,826586,822176,23.8,0.041168,17.61,0.683
c,22.wav,1773991840.186564,20.5278,864258,859848,25.5,0.049561,17.70,0.703
c,23.wav,1773991841.070597,21.4119,904194,899784,22.9,0.036499,16.99,0.703
c,24.wav,1773991841.976593,22.3179,943259,938849,25.0,0.044403,18.44,0.633
c,25.wav,1773991842.851449,23.1927,981812,977402,21.1,0.031586,21.11,0.536
c,26.wav,1773991843.687994,24.0293,1018550,1014140,25.4,0.049652,21.93,0.784
c,27.wav,1773991844.556658,24.8979,1056864,1052454,24.6,0.045654,20.27,0.706
c,28.wav,1773991845.391808,25.7331,1093577,1089167,23.7,0.042175,20.41,0.729
c,29.wav,1773991846.260236,26.6015,1132241,1127831,23.2,0.036835,17.02,0.725
c,30.wav,1773991847.160866,27.5021,1171846,1167436,22.7,0.034332,20.17,0.699
c,31.wav,1773991848.026062,28.3673,1210068,1205658,22.8,0.033875,20.36,0.747
c,32.wav,1773991848.905729,29.2470,1248836,1244426,23.7,0.036957,19.18,0.675
c,33.wav,1773991849.79502,30.1363,1287820,1283410,26.0,0.052826,23.14,0.842
c,34.wav,1773991850.661951,31.0032,1326135,1321725,25.9,0.051483,22.84,0.827
c,35.wav,1773991851.481953,31.8232,1362314,1357904,23.9,0.042847,19.89,0.657
c,36.wav,1773991852.353267,32.6945,1400683,1396273,25.4,0.043854,19.18,0.811
c,37.wav,1773991853.2296,33.5709,1439290,1434880,25.9,0.050232,22.92,0.893
c,38.wav,1773991854.071874,34.4132,1476665,1472255,24.0,0.040466,19.26,0.758
c,39.wav,1773991854.939418,35.2807,1514682,1510272,25.3,0.049683,22.16,0.768
c,40.wav,1773991855.805083,36.1464,1552815,1548405,25.8,0.050110,21.65,0.853
c,41.wav,1773991856.664844,37.0061,1590652,1586242,25.2,0.051208,25.29,0.829
c,42.wav,1773991857.513198,37.8545,1628237,1623827,24.1,0.043091,19.09,0.686
c,43.wav,1773991858.396724,38.7380,1667283,1662873,25.7,0.047577,19.78,0.787
c,44.wav,1773991859.245079,39.5864,1704599,1700189,24.4,0.043854,22.66,0.870
c,45.wav,1773991860.097553,40.4388,1741994,1737584,25.4,0.052734,22.03,0.821
c,46.wav,1773991860.986528,41.3278,1781463,1777053,22.9,0.037537,19.75,0.791
c,47.wav,1773991861.835955,42.1772,1818947,1814537,22.0,0.034698,17.44,0.646
c,48.wav,1773991862.704339,43.0456,1857219,1852809,25.9,0.047668,19.38,0.812
c,49.wav,1773991863.651753,43.9930,1898772,1894362,28.7,0.072144,23.50,0.859
d,0.wav,1773991875.498683,1.1594,4822,412,4.9,0.001953,3.85,1.000
d,1.wav,1773991876.278758,1.9395,28274,23864,27.6,0.037262,21.02,1.000
d,2.wav,1773991877.106463,2.7672,64842,60432,26.6,0.033722,22.55,1.000
d,3.wav,1773991877.913614,3.5743,100268,95858,29.7,0.049042,25.19,1.000
d,4.wav,1773991878.738238,4.3990,136606,132196,29.8,0.049774,23.79,1.000
d,5.wav,1773991879.546869,5.2076,172375,167965,30.7,0.059418,28.51,1.000
d,6.wav,1773991880.423703,6.0844,211026,206616,30.2,0.055908,26.20,1.000
d,7.wav,1773991881.270809,6.9315,248338,243928,29.2,0.047241,26.44,1.000
d,8.wav,1773991882.097939,7.7587,284977,280567,28.3,0.042664,26.53,1.000
d,9.wav,1773991882.929851,8.5906,321698,317288,28.7,0.045441,24.23,1.000
d,10.wav,1773991883.799606,9.4603,359965,355555,29.2,0.046844,22.50,1.000
d,11.wav,1773991884.645141,10.3059,397070,392660,30.8,0.055115,23.09,1.000
d,12.wav,1773991885.450879,11.1116,432671,428261,29.5,0.048370,25.12,1.000
d,13.wav,1773991886.290099,11.9508,469863,465453,27.8,0.039307,24.45,1.000
d,14.wav,1773991887.089098,12.7498,504979,500569,26.4,0.033997,22.89,1.000
d,15.wav,1773991887.942663,13.6034,542717,538307,28.0,0.041229,22.00,1.000
d,16.wav,1773991888.823933,14.4847,581461,577051,29.7,0.049835,25.84,1.000
d,17.wav,1773991889.735361,15.3961,621578,617168,30.1,0.052185,27.19,1.000
d,18.wav,1773991890.605602,16.2663,660077,655667,28.9,0.044891,27.29,1.000
d,19.wav,1773991891.490545,17.1513,699059,694649,29.3,0.049469,27.90,1.000
d,20.wav,1773991892.375463,18.0362,738236,733826,27.3,0.036346,23.27,0.757
d,21.wav,1773991893.265239,18.9260,777464,773054,27.4,0.037567,24.95,0.741
d,22.wav,1773991894.147543,19.8083,816245,811835,30.6,0.054108,29.64,0.882
d,23.wav,1773991895.052151,20.7129,856222,851812,26.0,0.031738,22.89,0.680
d,24.wav,1773991895.945309,21.6060,895524,891114,28.5,0.042847,29.51,0.835
d,25.wav,1773991896.813339,22.4741,933808,929398,28.2,0.042755,30.17,0.834
d,26.wav,1773991897.71649,23.3772,973704,969294,27.2,0.037140,28.63,0.755
d,27.wav,1773991898.600486,24.2612,1012741,1008331,27.8,0.040436,26.44,0.752
d,28.wav,1773991899.476122,25.1369,1051281,1046871,28.2,0.041443,29.31,0.845
d,29.wav,1773991900.361838,26.0226,1090286,1085876,30.3,0.053619,31.27,0.875
d,30.wav,1773991901.246814,26.9075,1129228,1124818,28.9,0.046295,32.61,0.871
d,31.wav,1773991902.087477,27.7482,1166346,1161936,27.6,0.040497,26.53,0.737
d,32.wav,1773991902.978351,28.6391,1205672,1201262,28.1,0.041138,23.62,0.683
d,33.wav,1773991903.910902,29.5716,1246809,1242399,28.1,0.043243,19.86,0.626
d,34.wav,1773991904.739876,30.4006,1283535,1279125,27.6,0.038971,18.88,0.551
d,35.wav,1773991905.647846,31.3086,1323311,1318901,28.9,0.047028,28.16,0.799
d,36.wav,1773991906.558915,32.2196,1363776,1359366,26.6,0.035431,23.20,0.712
d,37.wav,1773991907.439352,33.1001,1402263,1397853,28.8,0.044098,25.20,0.745
d,38.wav,1773991908.319053,33.9798,1441132,1436722,28.7,0.040222,18.83,0.617
d,39.wav,1773991909.226464,34.8872,1481154,1476744,27.6,0.038757,25.43,0.798
d,40.wav,1773991910.082106,35.7428,1518845,1514435,26.8,0.035950,27.47,0.770
d,41.wav,1773991910.978958,36.6397,1558373,1553963,27.1,0.036163,25.55,0.719
d,42.wav,1773991911.850412,37.5111,1596919,1592509,27.7,0.039093,25.27,0.706
d,43.wav,1773991912.766532,38.4273,1637322,1632912,26.2,0.032837,26.44,0.721
d,44.wav,1773991913.654177,39.3149,1676382,1671972,28.1,0.041992,27.91,0.814
d,45.wav,1773991914.549749,40.2105,1715926,1711516,29.2,0.047729,27.65,0.772
d,46.wav,1773991915.431273,41.0920,1754791,1750381,28.6,0.044342,27.54,0.812
d,47.wav,1773991916.306943,41.9677,1793366,1788956,28.7,0.044678,27.84,0.828
d,48.wav,1773991917.1816,42.8423,1832099,1827689,26.9,0.037476,26.68,0.700
d,49.wav,1773991918.12015,43.7809,1873343,1868933,28.1,0.042358,24.93,0.637
e,0.wav,1773991932.075306,1.4995,31878,27468,31.5,0.049774,25.07,1.000
e,1.wav,1773991932.879916,2.3041,68381,63971,28.3,0.032257,26.97,1.000
e,2.wav,1773991933.706033,3.1303,103837,99427,31.7,0.050232,32.37,1.000
e,3.wav,1773991934.513838,3.9381,139529,135119,30.8,0.044220,27.74,1.000
e,4.wav,1773991935.42955,4.8538,179893,175483,33.5,0.059265,27.73,1.000
e,5.wav,1773991936.249942,5.6742,216106,211696,33.8,0.059784,28.64,1.000
e,6.wav,1773991937.065141,6.4894,252023,247613,34.6,0.067596,30.45,1.000
e,7.wav,1773991937.884652,7.3089,288189,283779,34.1,0.063110,32.09,1.000
e,8.wav,1773991938.740945,8.1652,325921,321511,34.6,0.065460,28.99,1.000
e,9.wav,1773991939.584334,9.0086,363136,358726,33.0,0.055573,31.89,1.000
e,10.wav,1773991940.453395,9.8776,401396,396986,35.0,0.072205,33.36,1.000
e,11.wav,1773991941.276544,10.7008,437722,433312,34.9,0.073212,32.71,1.000
e,12.wav,1773991942.15503,11.5793,476432,472022,31.2,0.047974,31.12,1.000
e,13.wav,1773991942.971953,12.3962,512430,508020,32.3,0.056396,34.43,1.000
e,14.wav,1773991943.809268,13.2335,549502,545092,31.8,0.048157,31.53,1.000
e,15.wav,1773991944.629079,14.0533,585542,581132,33.0,0.055206,30.51,1.000
e,16.wav,1773991945.454743,14.8790,622195,617785,31.3,0.042542,22.19,1.000
e,17.wav,1773991946.351886,15.7761,661439,657029,34.8,0.066437,28.63,1.000
e,18.wav,1773991947.205145,16.6294,699083,694673,35.6,0.076233,34.48,1.000
e,19.wav,1773991948.007293,17.4315,734487,730077,34.4,0.067627,31.02,1.000
e,20.wav,1773991948.830383,18.2546,770849,766439,32.2,0.052032,28.31,0.735
e,21.wav,1773991949.699427,19.1237,809037,804627,34.1,0.063141,23.29,0.548
e,22.wav,1773991950.520123,19.9443,845343,840933,33.3,0.059570,25.48,0.584
e,23.wav,1773991951.418161,20.8424,884887,880477,36.3,0.081390,36.89,0.911
e,24.wav,1773991952.285469,21.7097,923292,918882,32.6,0.053070,30.70,0.801
e,25.wav,1773991953.15962,22.5838,961807,957397,33.0,0.055786,34.10,0.857
e,26.wav,1773991954.024126,23.4483,1000044,995634,31.3,0.044403,25.77,0.633
e,27.wav,1773991954.909476,24.3337,1038833,1034423,33.5,0.059692,33.23,0.762
e,28.wav,1773991955.733809,25.1580,1075367,1070957,34.5,0.065369,32.06,0.793
e,29.wav,1773991956.5636,25.9878,1112034,1107624,30.4,0.039124,23.75,0.556
e,30.wav,1773991957.445317,26.8695,1150852,1146442,33.7,0.059845,31.43,0.809
e,31.wav,1773991958.359889,27.7841,1191041,1186631,34.2,0.061676,32.25,0.780
e,32.wav,1773991959.260594,28.6848,1230801,1226391,34.5,0.067841,32.19,0.728
e,33.wav,1773991960.09053,29.5148,1267365,1262955,33.9,0.063538,33.91,0.843
e,34.wav,1773991960.918966,30.3432,1304046,1299636,31.3,0.044617,28.96,0.670
e,35.wav,1773991961.794602,31.2188,1342551,1338141,32.8,0.054565,32.46,0.809
e,36.wav,1773991962.682379,32.1066,1381782,1377372,32.7,0.055176,25.27,0.585
e,37.wav,1773991963.520155,32.9444,1418583,1414173,34.5,0.065552,32.82,0.810
e,38.wav,1773991964.325932,33.7502,1454456,1450046,31.2,0.045288,29.90,0.647
e,39.wav,1773991965.188593,34.6128,1492148,1487738,34.5,0.066803,36.27,0.837
e,40.wav,1773991966.055632,35.4799,1530605,1526195,33.3,0.054901,32.34,0.774
e,41.wav,1773991966.919799,36.3440,1568587,1564177,34.4,0.064453,33.03,0.853
e,42.wav,1773991967.762364,37.1866,1605724,1601314,33.6,0.059570,30.86,0.740
e,43.wav,1773991968.64391,38.0681,1644604,1640194,34.2,0.063904,35.26,0.892
e,44.wav,1773991969.468932,38.8932,1681021,1676611,33.5,0.057831,30.57,0.683
e,45.wav,1773991970.289794,39.7140,1717094,1712684,33.5,0.059845,33.57,0.785
e,46.wav,1773991971.113772,40.5380,1753380,1748970,34.0,0.059998,26.80,0.738
e,47.wav,1773991971.98001,41.4042,1791568,1787158,35.0,0.070557,28.40,0.710
e,48.wav,1773991972.849743,42.2740,1830085,1825675,35.6,0.072906,30.99,0.784
e,49.wav,1773991973.697019,43.1212,1867394,1862984,35.7,0.076355,29.06,0.561
f,0.wav,1773991998.713312,1.5739,25496,21086,25.5,0.026550,29.06,1.000
f,1.wav,1773991999.484213,2.3448,59584,55174,26.1,0.028198,23.63,1.000
f,2.wav,1773992000.199497,3.0601,90876,86466,31.3,0.050842,34.07,1.000
f,3.wav,1773992000.939332,3.7999,123552,119142,30.4,0.044464,18.54,1.000
f,4.wav,1773992001.642046,4.5026,154564,150154,31.7,0.044464,16.31,1.000
f,5.wav,1773992002.341654,5.2023,185277,180867,31.5,0.050842,29.15,1.000
f,6.wav,1773992003.099947,5.9606,219025,214615,27.4,0.032837,19.42,1.000
f,7.wav,1773992003.821658,6.6823,250486,246076,33.8,0.074585,32.39,1.000
f,8.wav,1773992004.524535,7.3851,281510,277100,32.4,0.063080,25.82,1.000
f,9.wav,1773992005.224404,8.0850,312653,308243,28.5,0.033936,22.90,1.000
f,10.wav,1773992005.899812,8.7604,342438,338028,29.0,0.036926,21.61,1.000
f,11.wav,1773992006.60875,9.4694,373707,369297,28.0,0.034271,28.49,1.000
f,12.wav,1773992008.835955,11.6966,471906,467496,29.1,0.040894,35.03,1.000
f,13.wav,1773992009.548611,12.4092,503088,498678,32.8,0.063843,27.80,1.000
f,14.wav,1773992010.233367,13.0940,533635,529225,26.4,0.026947,25.06,1.000
f,15.wav,1773992010.947125,13.8077,565314,560904,25.4,0.023682,27.74,1.000
f,16.wav,1773992011.675905,14.5365,597564,593154,22.7,0.018555,29.31,1.000
f,17.wav,1773992012.482069,15.3427,632410,628000,34.8,0.079498,27.77,1.000
f,18.wav,1773992013.212545,16.0731,664562,660152,35.7,0.086975,35.87,1.000
f,19.wav,1773992013.970135,16.8307,697923,693513,36.3,0.089935,35.91,1.000
f,20.wav,1773992014.732718,17.5933,731592,727182,36.0,0.085632,31.20,0.798
f,21.wav,1773992015.433941,18.2945,762582,758172,34.5,0.071869,30.79,0.784
f,22.wav,1773992016.209232,19.0698,796850,792440,34.5,0.073578,33.88,0.771
f,23.wav,1773992016.993839,19.8544,831397,826987,34.8,0.076691,33.37,0.830
f,24.wav,1773992017.720331,20.5809,863404,858994,35.6,0.083771,34.08,0.874
f,25.wav,1773992018.458707,21.3193,896231,891821,30.5,0.043915,26.68,0.466
f,26.wav,1773992019.178208,22.0388,927823,923413,33.3,0.064941,27.89,0.583
f,27.wav,1773992019.945303,22.8059,961417,957007,34.3,0.071838,32.31,0.810
f,28.wav,1773992020.711896,23.5725,995366,990956,34.4,0.074615,35.23,0.805
f,29.wav,1773992021.459805,24.3204,1028175,1023765,35.8,0.086365,34.69,0.848
f,30.wav,1773992022.189052,25.0497,1060345,1055935,36.2,0.088898,34.42,0.838
f,31.wav,1773992022.954615,25.8152,1094125,1089715,35.7,0.084839,33.45,0.796
f,32.wav,1773992023.745807,26.6064,1129212,1124802,33.5,0.064331,34.08,0.863
f,33.wav,1773992024.484789,27.3454,1161760,1157350,33.9,0.066925,32.15,0.804
f,34.wav,1773992025.229792,28.0904,1194577,1190167,35.6,0.088623,36.99,0.796
f,35.wav,1773992025.948776,28.8094,1226337,1221927,33.5,0.063446,26.15,0.683
f,36.wav,1773992026.66974,29.5303,1258112,1253702,34.2,0.074280,27.94,0.673
f,37.wav,1773992027.366037,30.2266,1288736,1284326,34.0,0.070892,29.53,0.694
f,38.wav,1773992028.119104,30.9797,1321945,1317535,30.9,0.037506,17.27,0.691
f,39.wav,1773992028.866051,31.7267,1355007,1350597,34.4,0.069672,24.32,0.635
f,40.wav,1773992029.634782,32.4954,1388812,1384402,34.6,0.073029,23.39,0.577
f,41.wav,1773992030.390806,33.2514,1422138,1417728,34.3,0.075989,29.00,0.673
f,42.wav,1773992031.113354,33.9740,1454168,1449758,33.1,0.064392,30.80,0.734
f,43.wav,1773992031.897033,34.7576,1488655,1484245,33.5,0.066742,30.95,0.762
f,44.wav,1773992032.632348,35.4930,1521127,1516717,33.1,0.062683,33.28,0.837
f,45.wav,1773992033.369347,36.2300,1553555,1549145,33.4,0.065857,28.33,0.720
f,46.wav,1773992034.135654,36.9963,1587475,1583065,33.8,0.070099,30.42,0.740
f,47.wav,1773992034.909517,37.7701,1621362,1616952,34.0,0.069733,30.23,0.780
f,48.wav,1773992035.696566,38.5572,1656096,1651686,35.0,0.083893,33.52,0.757
g,0.wav,1773992053.896618,1.5087,11859,7449,29.3,0.040314,27.97,1.000
g,1.wav,1773992054.681033,2.2931,46734,42324,30.6,0.051636,19.66,1.000
g,2.wav,1773992055.464653,3.0768,81277,76867,33.3,0.060699,26.12,1.000
g,3.wav,1773992056.268679,3.8808,116801,112391,31.9,0.052704,27.18,1.000
g,4.wav,1773992057.05237,4.6645,151356,146946,32.7,0.060272,29.37,1.000
g,5.wav,1773992057.852702,5.4648,186647,182237,31.3,0.055023,31.07,1.000
g,6.wav,1773992058.616355,6.2285,220274,215864,31.5,0.054688,29.50,1.000
g,7.wav,1773992059.426896,7.0390,256010,251600,32.7,0.061768,29.42,1.000
g,8.wav,1773992060.256747,7.8689,292667,288257,32.2,0.057922,29.75,1.000
g,9.wav,1773992061.060615,8.6727,328100,323690,30.2,0.047821,28.48,1.000
g,10.wav,1773992061.86062,9.4727,363516,359106,31.5,0.053253,27.73,1.000
g,11.wav,1773992062.654689,10.2668,398348,393938,32.7,0.061646,29.67,1.000
g,12.wav,1773992063.480669,11.0928,434815,430405,33.0,0.066010,30.31,1.000
g,13.wav,1773992064.320143,11.9323,471922,467512,30.5,0.044434,25.56,1.000
g,14.wav,1773992065.133241,12.7453,507769,503359,31.3,0.052887,28.16,1.000
g,15.wav,1773992065.930608,13.5427,542831,538421,34.2,0.068390,27.75,1.000
g,16.wav,1773992066.722132,14.3342,577928,573518,30.6,0.049133,19.74,1.000
g,17.wav,1773992067.489691,15.1018,611559,607149,33.2,0.062347,19.22,1.000
