key,filename,timestamp,csv_time,peak_sample,start_sample,snr_db,peak_amp,crest_factor,template_corr
1,7.wav,1773844486.615541,6.3819,233272,228862,32.7,0.013885,21.71,1.000
1,8.wav,1773844487.475039,7.2414,271133,266723,33.4,0.015289,24.43,1.000
1,9.wav,1773844488.250171,8.0165,305415,301005,30.5,0.010498,24.66,1.000
1,10.wav,1773844489.052584,8.8189,340901,336491,29.7,0.009644,23.26,1.000
1,11.wav,1773844489.854439,9.6208,376161,371751,32.6,0.014313,22.78,1.000
1,12.wav,1773844490.646836,10.4132,411128,406718,31.2,0.011902,22.24,1.000
1,13.wav,1773844491.47514,11.2415,447503,443093,35.9,0.020081,23.74,1.000
1,14.wav,1773844492.2734,12.0397,482963,478553,30.7,0.010773,19.35,1.000
1,15.wav,1773844493.112146,12.8785,519821,515411,33.6,0.014771,21.36,1.000
1,16.wav,1773844494.000596,13.7669,558932,554522,32.9,0.013824,20.25,1.000
1,17.wav,1773844494.769568,14.5359,592824,588414,34.1,0.015320,20.16,1.000
1,18.wav,1773844495.565838,15.3322,628073,623663,31.0,0.011353,22.85,1.000
1,19.wav,1773844496.323506,16.0898,660761,656351,34.1,0.043915,21.83,1.000
1,20.wav,1773844497.120926,16.8873,696583,692173,32.6,0.013763,23.23,0.653
1,21.wav,1773844497.973573,17.7399,734306,729896,32.1,0.012543,21.14,0.628
1,22.wav,1773844498.742504,18.5088,768307,763897,30.5,0.010406,19.82,0.586
1,23.wav,1773844499.565493,19.3318,804391,799981,33.5,0.014679,21.72,0.688
1,24.wav,1773844500.319577,20.0859,837629,833219,32.9,0.013824,20.98,0.648
1,25.wav,1773844501.089684,20.8560,871607,867197,31.8,0.013031,22.18,0.574
1,26.wav,1773844501.841809,21.6081,904773,900363,31.9,0.012878,24.03,0.602
1,27.wav,1773844502.677148,22.4435,941666,937256,32.6,0.012817,21.62,0.673
1,28.wav,1773844503.484355,23.2507,977370,972960,31.8,0.012054,22.00,0.662
1,29.wav,1773844504.308544,24.0749,1013642,1009232,31.0,0.011841,24.76,0.555
1,30.wav,1773844505.076847,24.8432,1047435,1043025,34.0,0.015167,19.47,0.661
1,31.wav,1773844505.845305,25.6116,1080870,1076460,31.2,0.028381,23.08,0.658
1,32.wav,1773844506.686473,26.4528,1118408,1113998,33.2,0.014252,22.59,0.682
1,33.wav,1773844507.431555,27.1979,1151175,1146765,35.6,0.017853,21.97,0.665
1,34.wav,1773844508.232512,27.9988,1186585,1182175,35.6,0.018768,18.92,0.644
1,35.wav,1773844509.039537,28.8059,1222278,1217868,32.7,0.013550,19.89,0.679
1,36.wav,1773844509.914751,29.6811,1260652,1256242,34.9,0.016479,20.43,0.658
1,37.wav,1773844510.721622,30.4880,1296371,1291961,32.2,0.012695,20.47,0.572
1,38.wav,1773844511.504888,31.2712,1330857,1326447,32.5,0.014374,24.01,0.566
1,39.wav,1773844512.317595,32.0839,1366684,1362274,34.4,0.015869,21.14,0.605
1,40.wav,1773844513.069401,32.8357,1399933,1395523,32.3,0.012939,19.34,0.458
1,41.wav,1773844513.895821,33.6622,1436304,1431894,33.3,0.014099,21.71,0.674
1,42.wav,1773844514.675598,34.4419,1471341,1466931,30.2,0.010864,18.95,0.370
1,43.wav,1773844515.464936,35.2313,1505605,1501195,33.7,0.015015,19.86,0.649
1,44.wav,1773844516.261393,36.0277,1540716,1536306,33.2,0.013824,22.83,0.645
1,45.wav,1773844517.044912,36.8112,1575177,1570767,34.5,0.016724,20.54,0.611
1,46.wav,1773844517.79931,37.5656,1608607,1604197,33.2,0.014252,19.35,0.614
1,47.wav,1773844518.586563,38.3529,1643172,1638762,35.2,0.016815,19.85,0.677
1,48.wav,1773844519.418011,39.1843,1679895,1675485,30.9,0.011505,20.26,0.563
1,49.wav,1773844520.23837,40.0047,1716065,1711655,33.5,0.014160,19.86,0.617
1,50.wav,1773844521.042147,40.8085,1751563,1747153,33.0,0.013489,26.50,0.619
1,51.wav,1773844521.845362,41.6117,1786921,1782511,32.6,0.014221,22.20,0.608
1,52.wav,1773844522.613465,42.3798,1820684,1816274,34.5,0.016937,24.60,0.620
1,53.wav,1773844523.468314,43.2346,1858489,1854079,33.4,0.015167,22.17,0.605
1,54.wav,1773844524.365966,44.1323,1898118,1893708,32.6,0.013702,23.11,0.636
1,55.wav,1773844525.190351,44.9567,1934404,1929994,32.8,0.013916,23.44,0.658
1,56.wav,1773844526.028854,45.7952,1971603,1967193,30.2,0.010254,19.62,0.597
1,57.wav,1773844526.879685,46.6460,2008874,2004464,34.6,0.016876,21.63,0.643
1,58.wav,1773844527.777975,47.5443,2048499,2044089,30.5,0.010437,21.48,0.503
1,59.wav,1773844528.583512,48.3498,2083957,2079547,33.5,0.015533,24.65,0.560
1,60.wav,1773844529.352432,49.1188,2117924,2113514,31.8,0.013245,25.52,0.617
1,61.wav,1773844530.194869,49.9612,2155037,2150627,31.5,0.012970,24.23,0.581
1,62.wav,1773844530.961538,50.7279,2189102,2184692,28.1,0.008575,19.79,0.489
1,63.wav,1773844531.824637,51.5910,2226927,2222517,34.0,0.015808,21.69,0.584
1,64.wav,1773844532.627288,52.3936,2262314,2257904,34.4,0.016785,24.50,0.645
1,65.wav,1773844533.444559,53.2109,2298461,2294051,32.1,0.013397,20.84,0.537
1,66.wav,1773844534.304348,54.0707,2336260,2331850,35.6,0.018524,22.09,0.621
1,67.wav,1773844535.154634,54.9210,2373809,2369399,33.5,0.014465,18.35,0.649
1,68.wav,1773844535.971662,55.7380,2409855,2405445,34.3,0.016113,22.26,0.676
1,69.wav,1773844536.832538,56.5989,2447723,2443313,35.2,0.017151,21.70,0.692
1,70.wav,1773844537.670799,57.4371,2484734,2480324,34.3,0.015472,19.26,0.676
1,71.wav,1773844538.464311,58.2306,2519774,2515364,33.4,0.015411,23.87,0.613
1,72.wav,1773844539.267936,59.0343,2555302,2550892,32.0,0.013245,24.75,0.566
1,73.wav,1773844540.134321,59.9007,2593404,2588994,32.9,0.014130,22.42,0.632
1,74.wav,1773844540.950212,60.7165,2629494,2625084,32.3,0.012390,21.56,0.626
1,75.wav,1773844541.780989,61.5473,2666299,2661889,30.8,0.010681,18.01,0.641
1,76.wav,1773844542.598366,62.3647,2702231,2697821,31.5,0.011566,18.46,0.601
1,77.wav,1773844543.385049,63.1514,2736916,2732506,31.7,0.012177,20.86,0.614
1,78.wav,1773844544.253374,64.0197,2775109,2770699,35.7,0.018219,19.19,0.691
1,79.wav,1773844545.126459,64.8928,2813552,2809142,31.5,0.011749,21.86,0.607
1,80.wav,1773844546.021452,65.7878,2853000,2848590,32.6,0.013367,26.82,0.474
1,81.wav,1773844546.909343,66.6757,2892142,2887732,32.0,0.012329,25.09,0.606
1,82.wav,1773844547.77427,67.5406,2930487,2926077,32.4,0.013275,25.49,0.620
1,83.wav,1773844548.620567,68.3869,2967688,2963278,32.9,0.013245,23.44,0.629
1,84.wav,1773844549.440563,69.2069,3003870,2999460,33.6,0.014130,20.39,0.572
1,85.wav,1773844550.337337,70.1037,3043347,3038937,32.1,0.012543,21.86,0.596
1,86.wav,1773844551.206622,70.9730,3081862,3077452,30.3,0.010132,19.57,0.563
1,87.wav,1773844552.075884,71.8422,3120161,3115751,31.5,0.011444,20.99,0.539
1,88.wav,1773844552.905878,72.6722,3156812,3152402,30.9,0.010895,19.72,0.575
1,89.wav,1773844553.76801,73.5343,3194866,3190456,31.2,0.011383,18.92,0.510
1,90.wav,1773844554.602231,74.3686,3231584,3227174,33.3,0.013763,19.19,0.635
1,91.wav,1773844555.456488,75.2228,3269333,3264923,31.9,0.012207,22.39,0.599
1,92.wav,1773844556.266297,76.0326,3304979,3300569,27.4,0.006836,18.37,0.682
1,93.wav,1773844557.149234,76.9156,3343779,3339369,34.4,0.016022,20.54,0.633
1,94.wav,1773844558.074356,77.8407,3384713,3380303,27.6,0.007874,21.66,0.469
1,95.wav,1773844558.88764,78.6540,3420454,3416044,31.2,0.012299,21.98,0.484
1,96.wav,1773844559.722087,79.4884,3457149,3452739,37.4,0.023468,18.63,0.562
1,97.wav,1773844560.568116,80.3344,3494671,3490261,32.2,0.012726,21.96,0.636
1,98.wav,1773844561.388156,81.1545,3530777,3526367,31.9,0.012512,22.27,0.557
1,99.wav,1773844562.175799,81.9421,3565445,3561035,35.5,0.018677,18.13,0.616
2,0.wav,1773844572.360958,1.2006,18097,13687,36.2,0.033325,16.60,1.000
2,1.wav,1773844573.078288,1.9180,49704,45294,37.2,0.039917,16.42,1.000
2,2.wav,1773844573.815546,2.6552,82313,77903,37.0,0.034943,13.55,1.000
2,3.wav,1773844574.579051,3.4187,116005,111595,37.2,0.036774,13.52,1.000
2,4.wav,1773844575.305669,4.1453,148015,143605,37.3,0.038879,15.30,1.000
2,5.wav,1773844576.070182,4.9099,181698,177288,37.7,0.041290,15.59,1.000
2,6.wav,1773844576.888219,5.7279,217787,213377,39.2,0.045563,14.76,1.000
2,7.wav,1773844577.667711,6.5074,252240,247830,37.1,0.037781,15.04,1.000
2,8.wav,1773844578.506964,7.3466,289226,284816,37.6,0.039734,15.33,1.000
2,9.wav,1773844579.327236,8.1669,325365,320955,37.7,0.041626,15.63,1.000
2,10.wav,1773844580.064536,8.9042,357960,353550,35.5,0.030487,14.58,1.000
2,11.wav,1773844580.90266,9.7423,395028,390618,33.5,0.026550,14.97,1.000
2,12.wav,1773844581.686631,10.5263,429490,425080,35.9,0.034729,13.21,1.000
2,13.wav,1773844582.468424,11.3081,463929,459519,36.2,0.034668,17.40,1.000
2,14.wav,1773844583.252892,12.0926,498479,494069,37.3,0.038879,17.15,1.000
2,15.wav,1773844584.004642,12.8443,531744,527334,37.6,0.041595,17.89,1.000
2,16.wav,1773844584.74828,13.5880,564353,559943,38.7,0.044037,16.38,1.000
2,17.wav,1773844585.494202,14.3339,597326,592916,35.4,0.029510,14.93,1.000
2,18.wav,1773844586.276169,15.1158,631745,627335,36.8,0.035583,13.27,1.000
2,19.wav,1773844587.015696,15.8554,664457,660047,37.1,0.038818,18.01,1.000
2,20.wav,1773844587.816188,16.6559,699682,695272,37.5,0.042419,16.66,0.886
2,21.wav,1773844588.564325,17.4040,732762,728352,37.9,0.043488,15.27,0.921
2,22.wav,1773844589.335633,18.1753,766766,762356,36.8,0.035309,14.17,0.921
2,23.wav,1773844590.126517,18.9662,801615,797205,36.8,0.036652,13.10,0.866
2,24.wav,1773844590.921098,19.7608,836736,832326,36.0,0.036011,15.68,0.883
2,25.wav,1773844591.707261,20.5469,871392,866982,36.2,0.034119,14.22,0.928
2,26.wav,1773844592.533021,21.3727,907755,903345,35.6,0.033813,13.90,0.915
2,27.wav,1773844593.360244,22.1999,944489,940079,35.5,0.030518,15.76,0.819
2,28.wav,1773844594.156977,22.9967,979309,974899,38.7,0.046906,15.23,0.941
2,29.wav,1773844594.957073,23.7967,1014709,1010299,36.5,0.038177,15.45,0.905
2,30.wav,1773844595.706987,24.5467,1047611,1043201,36.5,0.038513,15.56,0.894
2,31.wav,1773844596.524411,25.3641,1084011,1079601,33.8,0.026733,19.15,0.783
2,32.wav,1773844597.325985,26.1657,1119222,1114812,35.9,0.033844,14.26,0.753
2,33.wav,1773844598.074587,26.9143,1152129,1147719,37.8,0.039490,14.55,0.913
2,34.wav,1773844598.903325,27.7430,1188729,1184319,36.8,0.039062,14.40,0.871
2,35.wav,1773844599.713052,28.5527,1224238,1219828,37.2,0.037781,14.55,0.838
2,36.wav,1773844600.496542,29.3362,1258943,1254533,36.8,0.038086,14.83,0.889
2,37.wav,1773844601.269165,30.1088,1293002,1288592,38.3,0.044434,15.96,0.944
2,38.wav,1773844602.041178,30.8809,1327047,1322637,37.0,0.041321,15.74,0.908
2,39.wav,1773844602.867767,31.7074,1363582,1359172,36.8,0.036835,15.38,0.799
2,40.wav,1773844603.681107,32.5208,1399346,1394936,37.0,0.040192,16.45,0.937
2,41.wav,1773844604.486412,33.3261,1434869,1430459,37.0,0.039032,15.85,0.939
2,42.wav,1773844605.294474,34.1341,1470666,1466256,35.8,0.033447,15.09,0.877
2,43.wav,1773844606.146013,34.9857,1508247,1503837,34.5,0.027588,12.92,0.852
2,44.wav,1773844606.974121,35.8138,1544627,1540217,35.9,0.035126,14.97,0.837
2,45.wav,1773844607.755148,36.5948,1579024,1574614,37.9,0.044037,15.81,0.917
2,46.wav,1773844608.565649,37.4053,1614980,1610570,34.2,0.025665,11.44,0.729
2,47.wav,1773844609.395543,38.2352,1651522,1647112,35.5,0.032593,13.98,0.813
2,48.wav,1773844610.165345,39.0050,1685451,1681041,35.3,0.033142,16.21,0.791
2,49.wav,1773844610.944679,39.7844,1719802,1715392,36.1,0.034973,17.96,0.766
2,50.wav,1773844611.726155,40.5658,1754271,1749861,35.1,0.032013,15.31,0.834
2,51.wav,1773844612.498561,41.3382,1788345,1783935,35.2,0.030426,13.73,0.863
2,52.wav,1773844613.326803,42.1665,1824902,1820492,34.6,0.029633,13.76,0.840
2,53.wav,1773844614.140046,42.9797,1860801,1856391,36.3,0.035645,15.20,0.906
2,54.wav,1773844614.919998,43.7597,1895184,1890774,35.4,0.032623,15.99,0.938
2,55.wav,1773844615.724554,44.5642,1930576,1926166,36.0,0.034485,15.57,0.954
2,56.wav,1773844616.48643,45.3261,1964190,1959780,35.4,0.031555,17.29,0.855
2,57.wav,1773844617.297976,46.1377,1999952,1995542,34.4,0.029724,15.03,0.834
2,58.wav,1773844618.078978,46.9187,2034372,2029962,35.6,0.031189,13.91,0.863
2,59.wav,1773844618.872983,47.7127,2069389,2064979,34.2,0.026489,13.16,0.888
2,60.wav,1773844619.698992,48.5387,2105889,2101479,35.4,0.032623,14.81,0.840
2,61.wav,1773844620.49429,49.3340,2141009,2136599,34.3,0.027954,14.82,0.871
2,62.wav,1773844621.356987,50.1967,2179142,2174732,32.7,0.023499,14.23,0.755
2,63.wav,1773844622.160952,51.0006,2214362,2209952,35.2,0.031494,14.14,0.815
2,64.wav,1773844622.949751,51.7894,2249244,2244834,35.4,0.032379,14.41,0.829
2,65.wav,1773844623.770082,52.6098,2285437,2281027,34.9,0.030365,14.19,0.846
2,66.wav,1773844624.586349,53.4260,2321522,2317112,33.5,0.024261,12.86,0.806
2,67.wav,1773844625.357058,54.1967,2355427,2351017,35.2,0.032349,14.81,0.831
2,68.wav,1773844626.146935,54.9866,2390149,2385739,34.1,0.025146,13.87,0.881
2,69.wav,1773844627.020057,55.8597,2428705,2424295,33.0,0.023865,14.49,0.828
2,70.wav,1773844627.798172,56.6378,2463057,2458647,36.1,0.035400,15.52,0.850
2,71.wav,1773844628.545022,57.3847,2496126,2491716,33.2,0.022980,14.28,0.824
2,72.wav,1773844629.366927,58.2066,2532228,2527818,33.9,0.024872,12.84,0.854
2,73.wav,1773844630.145111,58.9848,2566529,2562119,36.5,0.036591,14.55,0.840
2,74.wav,1773844630.957494,59.7972,2602615,2598205,34.6,0.029297,14.06,0.770
2,75.wav,1773844631.813734,60.6534,2640226,2635816,33.8,0.025421,13.58,0.833
2,76.wav,1773844632.635291,61.4750,2676524,2672114,32.4,0.021973,13.04,0.772
2,77.wav,1773844633.461445,62.3011,2712943,2708533,32.6,0.021240,16.98,0.689
2,78.wav,1773844634.198081,63.0378,2745591,2741181,31.8,0.019836,13.55,0.785
2,79.wav,1773844634.992747,63.8324,2780275,2775865,32.8,0.020782,12.21,0.793
2,80.wav,1773844635.758807,64.5985,2814063,2809653,34.8,0.028931,14.04,0.889
2,81.wav,1773844636.600162,65.4398,2851208,2846798,34.8,0.028656,14.11,0.926
2,82.wav,1773844637.39104,66.2307,2886139,2881729,35.6,0.032715,14.85,0.938
2,83.wav,1773844638.186188,67.0259,2921348,2916938,33.6,0.025787,20.22,0.804
2,84.wav,1773844638.995313,67.8350,2956872,2952462,35.6,0.032471,14.79,0.798
2,85.wav,1773844639.792079,68.6318,2992065,2987655,34.0,0.028076,15.10,0.859
2,86.wav,1773844640.603839,69.4435,3027853,3023443,34.8,0.031097,14.92,0.799
2,87.wav,1773844641.452076,70.2918,3065102,3060692,34.7,0.029541,14.85,0.855
2,88.wav,1773844642.263924,71.1036,3101027,3096617,34.2,0.027039,13.45,0.869
2,89.wav,1773844643.070289,71.9100,3136428,3132018,35.6,0.031769,14.24,0.886
2,90.wav,1773844643.852741,72.6924,3171159,3166749,35.0,0.031036,14.65,0.837
2,91.wav,1773844644.734089,73.5738,3209855,3205445,36.2,0.034027,14.00,0.874
2,92.wav,1773844645.561812,74.4015,3246498,3242088,34.3,0.026672,18.94,0.745
2,93.wav,1773844646.375398,75.2151,3282356,3277946,32.3,0.020538,12.47,0.784
2,94.wav,1773844647.159132,75.9988,3316885,3312475,34.0,0.027130,16.72,0.728
2,95.wav,1773844647.956465,76.7961,3352093,3347683,33.3,0.024384,12.82,0.786
2,96.wav,1773844648.787826,77.6275,3388881,3384471,33.8,0.025421,13.52,0.859
2,97.wav,1773844649.648666,78.4883,3426778,3422368,33.4,0.025391,13.47,0.854
2,98.wav,1773844650.528825,79.3685,3465576,3461166,33.8,0.026459,13.79,0.841
2,99.wav,1773844651.385415,80.2251,3503465,3499055,33.1,0.023132,14.59,0.670
3,0.wav,1773844661.906333,1.1275,8099,3689,27.8,0.013275,20.26,1.000
3,1.wav,1773844662.623437,1.8446,33013,28603,36.5,0.037048,18.46,1.000
3,2.wav,1773844663.38611,2.6072,67717,63307,30.1,0.009521,17.91,1.000
3,3.wav,1773844664.133679,3.3548,100615,96205,31.3,0.011719,16.62,1.000
3,4.wav,1773844664.866455,4.0876,132952,128542,30.9,0.010986,17.02,1.000
3,5.wav,1773844665.630768,4.8519,166722,162312,30.7,0.010193,16.14,1.000
3,6.wav,1773844666.364326,5.5854,199693,195283,30.5,0.009491,16.27,1.000
3,7.wav,1773844667.102961,6.3241,231620,227210,29.8,0.009979,17.51,1.000
3,8.wav,1773844667.867763,7.0889,265316,260906,31.0,0.010712,17.36,1.000
3,9.wav,1773844668.607055,7.8282,297978,293568,29.8,0.009552,16.85,1.000
3,10.wav,1773844669.361113,8.5822,331143,326733,31.3,0.011139,17.21,1.000
3,11.wav,1773844670.21001,9.4311,368457,364047,27.8,0.005371,16.93,1.000
3,12.wav,1773844670.93629,10.1574,400584,396174,30.0,0.009583,17.68,1.000
